"","source","intervention","date","domestic","group"
"3207","India Abroad","pre",1996-10-18,"Domestic","Indian Americans"
"3208","India Abroad","pre",1996-10-18,"Domestic","Indian Americans"
"3209","India Abroad","pre",1996-10-18,"International","Indian Americans"
"3210","India Abroad","pre",1996-10-18,"International","Indian Americans"
"3211","News India - Times","pre",1996-10-11,"International","Indian Americans"
"3212","India - West","pre",1996-10-11,"International","Indian Americans"
"3213","The Arab American News","pre",1996-10-11,"International","Arab Americans"
"3214","The Arab American News","pre",1996-10-11,"International","Arab Americans"
"3215","India Abroad","pre",1996-10-11,"International","Indian Americans"
"3216","India Abroad","pre",1996-10-11,"Domestic","Indian Americans"
"3217","India Abroad","pre",1996-10-11,"International","Indian Americans"
"3218","India Abroad","pre",1996-10-11,"International","Indian Americans"
"3219","India Abroad","pre",1996-10-11,"International","Indian Americans"
"3220","India Abroad","pre",1996-10-11,"Domestic","Indian Americans"
"3221","News India - Times","pre",1996-10-04,"International","Indian Americans"
"3222","News India - Times","pre",1996-10-04,"International","Indian Americans"
"3223","News India - Times","pre",1996-10-04,"International","Indian Americans"
"3224","The Arab American News","pre",1996-10-04,"International","Arab Americans"
"3225","The Arab American News","pre",1996-10-04,"International","Arab Americans"
"3226","India Abroad","pre",1996-10-04,"International","Indian Americans"
"3227","News India - Times","pre",1996-09-27,"International","Indian Americans"
"3228","News India - Times","pre",1996-09-27,"International","Indian Americans"
"3229","News India - Times","pre",1996-09-27,"International","Indian Americans"
"3230","India - West","pre",1996-09-27,"Domestic","Indian Americans"
"3231","India - West","pre",1996-09-27,"International","Indian Americans"
"3232","India Abroad","pre",1996-09-27,"Domestic","Indian Americans"
"3233","India Abroad","pre",1996-09-27,"International","Indian Americans"
"3234","News India - Times","pre",1996-09-20,"Domestic","Indian Americans"
"3235","India - West","pre",1996-09-20,"Domestic","Indian Americans"
"3236","The Arab American News","pre",1996-09-20,"International","Arab Americans"
"3237","India Abroad","pre",1996-09-20,"International","Indian Americans"
"3238","India Abroad","pre",1996-09-20,"International","Indian Americans"
"3239","India Abroad","pre",1996-09-20,"Domestic","Indian Americans"
"3240","India Abroad","pre",1996-09-20,"International","Indian Americans"
"3241","India Abroad","pre",1996-09-20,"International","Indian Americans"
"3242","India Abroad","pre",1996-09-20,"International","Indian Americans"
"3243","News India - Times","pre",1996-09-13,"International","Indian Americans"
"3244","India - West","pre",1996-09-13,"Domestic","Indian Americans"
"3245","India - West","pre",1996-09-13,"International","Indian Americans"
"3246","The Arab American News","pre",1996-09-13,"International","Arab Americans"
"3247","India Abroad","pre",1996-09-13,"International","Indian Americans"
"3248","India Abroad","pre",1996-09-13,"International","Indian Americans"
"3249","India Abroad","pre",1996-09-13,"International","Indian Americans"
"3250","The Arab American News","post",2006-09-09,"Domestic","Arab Americans"
"3251","The Arab American News","post",2006-09-09,"Domestic","Arab Americans"
"3252","The Arab American News","post",2006-09-09,"Domestic","Arab Americans"
"3253","The Arab American News","post",2006-09-09,"Domestic","Arab Americans"
"3254","News India - Times","post",2006-09-08,"International","Indian Americans"
"3255","News India - Times","post",2006-09-08,"Domestic","Indian Americans"
"3256","News India - Times","post",2006-09-08,"Domestic","Indian Americans"
"3257","India - West","post",2006-09-08,"Domestic","Indian Americans"
"3258","India - West","post",2006-09-08,"Domestic","Indian Americans"
"3259","India - West","post",2006-09-08,"Domestic","Indian Americans"
"3260","India - West","post",2006-09-08,"International","Indian Americans"
"3261","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3262","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3263","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3264","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3265","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3266","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3267","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3268","India Abroad","post",2006-09-08,"Domestic","Indian Americans"
"3269","The Arab American News","post",2006-09-02,"Domestic","Arab Americans"
"3270","The Arab American News","post",2006-09-02,"International","Arab Americans"
"3271","The Arab American News","post",2006-09-02,"Domestic","Arab Americans"
"3272","The Arab American News","post",2006-09-02,"Domestic","Arab Americans"
"3273","The Arab American News","post",2006-09-02,"Domestic","Arab Americans"
"3274","The Arab American News","post",2006-09-02,"Domestic","Arab Americans"
"3275","News India - Times","post",2006-09-01,"Domestic","Indian Americans"
"3276","News India - Times","post",2006-09-01,"Domestic","Indian Americans"
"3277","News India - Times","post",2006-09-01,"Domestic","Indian Americans"
"3278","India - West","post",2006-09-01,"Domestic","Indian Americans"
"3279","India Abroad","post",2006-09-01,"Domestic","Indian Americans"
"3280","India Abroad","post",2006-09-01,"Domestic","Indian Americans"
"3281","India Abroad","post",2006-09-01,"Domestic","Indian Americans"
"3282","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3283","The Arab American News","post",2006-08-26,"International","Arab Americans"
"3284","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3285","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3286","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3287","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3288","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"3289","News India - Times","post",2006-08-25,"Domestic","Indian Americans"
"3290","India Abroad","post",2006-08-25,"Domestic","Indian Americans"
"3291","India Abroad","post",2006-08-25,"International","Indian Americans"
"3292","India Abroad","post",2006-08-25,"Domestic","Indian Americans"
"3293","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3294","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3295","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3296","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3297","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3298","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"3299","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3300","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3301","News India - Times","post",2006-08-18,"International","Indian Americans"
"3302","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3303","News India - Times","post",2006-08-18,"International","Indian Americans"
"3304","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3305","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3306","News India - Times","post",2006-08-18,"Domestic","Indian Americans"
"3307","India - West","post",2006-08-18,"Domestic","Indian Americans"
"3308","India - West","post",2006-08-18,"International","Indian Americans"
"3309","India - West","post",2006-08-18,"Domestic","Indian Americans"
"3310","India - West","post",2006-08-18,"International","Indian Americans"
"3311","India Abroad","post",2006-08-18,"Domestic","Indian Americans"
"3312","India Abroad","post",2006-08-18,"Domestic","Indian Americans"
"3313","India Abroad","post",2006-08-18,"International","Indian Americans"
"3314","The Arab American News","post",2006-08-12,"Domestic","Arab Americans"
"3315","The Arab American News","post",2006-08-12,"Domestic","Arab Americans"
"3316","News India - Times","post",2006-08-11,"International","Indian Americans"
"3317","News India - Times","post",2006-08-11,"Domestic","Indian Americans"
"3318","News India - Times","post",2006-08-11,"Domestic","Indian Americans"
"3319","India Abroad","post",2006-08-11,"Domestic","Indian Americans"
"3320","News India - Times","pre",1999-01-08,"International","Indian Americans"
"3321","News India - Times","pre",1999-01-08,"International","Indian Americans"
"3322","India - West","pre",1999-01-08,"International","Indian Americans"
"3323","India - West","pre",1999-01-08,"International","Indian Americans"
"3324","India - West","pre",1999-01-08,"Domestic","Indian Americans"
"3325","The Arab American News","pre",1999-01-08,"Domestic","Arab Americans"
"3326","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3327","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3328","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3329","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3330","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3331","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3332","India Abroad","pre",1999-01-08,"International","Indian Americans"
"3333","India Abroad","pre",1999-01-01,"International","Indian Americans"
"3334","India Abroad","pre",1999-01-01,"Domestic","Indian Americans"
"3335","News India - Times","pre",1998-12-25,"International","Indian Americans"
"3336","News India - Times","pre",1998-12-25,"International","Indian Americans"
"3337","News India - Times","pre",1998-12-25,"International","Indian Americans"
"3338","News India - Times","pre",1998-12-25,"International","Indian Americans"
"3339","India - West","pre",1998-12-25,"International","Indian Americans"
"3340","The Arab American News","pre",1998-12-25,"Domestic","Arab Americans"
"3341","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3342","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3343","India Abroad","pre",1998-12-25,"Domestic","Indian Americans"
"3344","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3345","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3346","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3347","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3348","India Abroad","pre",1998-12-25,"International","Indian Americans"
"3349","News India - Times","pre",1998-12-18,"International","Indian Americans"
"3350","News India - Times","pre",1998-12-18,"International","Indian Americans"
"3351","News India - Times","pre",1998-12-18,"International","Indian Americans"
"3352","India Abroad","pre",1998-12-18,"International","Indian Americans"
"3353","India Abroad","pre",1998-12-18,"International","Indian Americans"
"3354","News India - Times","pre",1998-12-11,"International","Indian Americans"
"3355","News India - Times","pre",1998-12-11,"International","Indian Americans"
"3356","The Arab American News","pre",1998-12-11,"Domestic","Arab Americans"
"3357","The Arab American News","pre",1998-12-11,"International","Arab Americans"
"3358","India Abroad","pre",1998-12-11,"International","Indian Americans"
"3359","India Abroad","pre",1998-12-11,"International","Indian Americans"
"3360","News India - Times","pre",1998-12-04,"International","Indian Americans"
"3361","India - West","pre",1998-12-04,"International","Indian Americans"
"3362","India Abroad","pre",1998-12-04,"International","Indian Americans"
"3363","India Abroad","pre",1998-12-04,"International","Indian Americans"
"3364","India Abroad","pre",1998-12-04,"Domestic","Indian Americans"
"3365","India Abroad","pre",1998-12-04,"Domestic","Indian Americans"
"3366","India Abroad","pre",1998-12-04,"International","Indian Americans"
"3367","India Abroad","pre",1998-12-04,"International","Indian Americans"
"3368","News India - Times","pre",1998-11-27,"International","Indian Americans"
"3369","News India - Times","pre",1998-11-27,"International","Indian Americans"
"3370","News India - Times","pre",1998-11-27,"International","Indian Americans"
"3371","News India - Times","pre",1998-11-27,"International","Indian Americans"
"3372","News India - Times","pre",1998-11-27,"International","Indian Americans"
"3373","India Abroad","pre",1998-11-27,"International","Indian Americans"
